From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q8NDX6	Q8NDX6	reviewed	ZN740_HUMAN	Zinc finger protein 740 (OriLyt TD-element-binding protein 7)	ZNF740 TB7	Homo sapiens (Human)	193
Q13427	Q13427	reviewed	PPIG_HUMAN	Peptidyl-prolyl cis-trans isomerase G (PPIase G) (Peptidyl-prolyl isomerase G) (EC 5.2.1.8) (CASP10) (Clk-associating RS-cyclophilin) (CARS-Cyp) (CARS-cyclophilin) (SR-cyclophilin) (SR-cyp) (SRcyp) (Cyclophilin G) (Rotamase G)	PPIG	Homo sapiens (Human)	754
Q9BRJ6	Q9BRJ6	reviewed	CG050_HUMAN	Uncharacterized protein C7orf50	C7orf50 FP15621	Homo sapiens (Human)	194
Q6PKG0	Q6PKG0	reviewed	LARP1_HUMAN	La-related protein 1 (La ribonucleoprotein domain family member 1)	LARP1 KIAA0731 LARP	Homo sapiens (Human)	1096
Q8TAQ2	Q8TAQ2	reviewed	SMRC2_HUMAN	SWI/SNF complex subunit SMARCC2 (BRG1-associated factor 170) (BAF170) (SWI/SNF complex 170 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 2)	SMARCC2 BAF170	Homo sapiens (Human)	1214
O95359	O95359	reviewed	TACC2_HUMAN	Transforming acidic coiled-coil-containing protein 2 (Anti-Zuai-1) (AZU-1)	TACC2	Homo sapiens (Human)	2948
Q03252	Q03252	reviewed	LMNB2_HUMAN	Lamin-B2	LMNB2 LMN2	Homo sapiens (Human)	620
P49815	P49815	reviewed	TSC2_HUMAN	Tuberin (Tuberous sclerosis 2 protein)	TSC2 TSC4	Homo sapiens (Human)	1807
Q9UN36	Q9UN36	reviewed	NDRG2_HUMAN	Protein NDRG2 (N-myc downstream-regulated gene 2 protein) (Protein Syld709613)	NDRG2 KIAA1248 SYLD	Homo sapiens (Human)	371
Q53HC0	Q53HC0	reviewed	CCD92_HUMAN	Coiled-coil domain-containing protein 92 (Limkain beta-2)	CCDC92	Homo sapiens (Human)	331
Q13439	Q13439	reviewed	GOGA4_HUMAN	Golgin subfamily A member 4 (256 kDa golgin) (Golgin-245) (Protein 72.1) (Trans-Golgi p230)	GOLGA4	Homo sapiens (Human)	2230
O95365	O95365	reviewed	ZBT7A_HUMAN	Zinc finger and BTB domain-containing protein 7A (Factor binding IST protein 1) (FBI-1) (Factor that binds to inducer of short transcripts protein 1) (HIV-1 1st-binding protein 1) (Leukemia/lymphoma-related factor) (POZ and Krueppel erythroid myeloid ontogenic factor) (POK erythroid myeloid ontogenic factor) (Pokemon) (Pokemon 1) (TTF-I-interacting peptide 21) (TIP21) (Zinc finger protein 857A)	ZBTB7A FBI1 LRF ZBTB7 ZNF857A	Homo sapiens (Human)	584
Q8IV50	Q8IV50	reviewed	LYSM2_HUMAN	LysM and putative peptidoglycan-binding domain-containing protein 2	LYSMD2	Homo sapiens (Human)	215
Q13769	Q13769	reviewed	THOC5_HUMAN	THO complex subunit 5 homolog (Functional spliceosome-associated protein 79) (fSAP79) (NF2/meningioma region protein pK1.3) (Placental protein 39.2) (PP39.2) (hTREX90)	THOC5 C22orf19 KIAA0983	Homo sapiens (Human)	683
Q96LD4	Q96LD4	reviewed	TRI47_HUMAN	E3 ubiquitin-protein ligase TRIM47 (EC 2.3.2.27) (Gene overexpressed in astrocytoma protein) (RING finger protein 100) (Tripartite motif-containing protein 47)	TRIM47 GOA RNF100	Homo sapiens (Human)	638
Q8WYH8	Q8WYH8	reviewed	ING5_HUMAN	Inhibitor of growth protein 5 (p28ING5)	ING5	Homo sapiens (Human)	240
O15541	O15541	reviewed	R113A_HUMAN	E3 ubiquitin-protein ligase RNF113A (EC 2.3.2.27) (Cwc24 homolog) (RING finger protein 113A) (Zinc finger protein 183)	RNF113A RNF113 ZNF183	Homo sapiens (Human)	343
Q8N6T7	Q8N6T7	reviewed	SIR6_HUMAN	NAD-dependent protein deacylase sirtuin-6 (EC 2.3.1.-) (NAD-dependent protein deacetylase sirtuin-6) (EC 2.3.1.286) (Protein mono-ADP-ribosyltransferase sirtuin-6) (EC 2.4.2.-) (Regulatory protein SIR2 homolog 6) (hSIRT6) (SIR2-like protein 6)	SIRT6 SIR2L6	Homo sapiens (Human)	355
Q9UJ41	Q9UJ41	reviewed	RABX5_HUMAN	Rab5 GDP/GTP exchange factor (RAP1) (Rabaptin-5-associated exchange factor for Rab5) (Rabex-5)	RABGEF1 RABEX5	Homo sapiens (Human)	491
Q6UN15	Q6UN15	reviewed	FIP1_HUMAN	Pre-mRNA 3'-end-processing factor FIP1 (hFip1) (FIP1-like 1 protein) (Factor interacting with PAP) (Rearranged in hypereosinophilia)	FIP1L1 FIP1 RHE	Homo sapiens (Human)	594
A6NNA2	A6NNA2	reviewed	SRRM3_HUMAN	Serine/arginine repetitive matrix protein 3	SRRM3	Homo sapiens (Human)	597
O00566	O00566	reviewed	MPP10_HUMAN	U3 small nucleolar ribonucleoprotein protein MPP10 (M phase phosphoprotein 10)	MPHOSPH10 MPP10	Homo sapiens (Human)	681
Q9UK59	Q9UK59	reviewed	DBR1_HUMAN	Lariat debranching enzyme (EC 3.1.4.-)	DBR1	Homo sapiens (Human)	544
Q96A49	Q96A49	reviewed	SYAP1_HUMAN	Synapse-associated protein 1 (BSD domain-containing signal transducer and Akt interactor protein) (BSTA)	SYAP1 PRO3113	Homo sapiens (Human)	352
Q5TAQ9	Q5TAQ9	reviewed	DCAF8_HUMAN	DDB1- and CUL4-associated factor 8 (WD repeat-containing protein 42A)	DCAF8 H326 WDR42A	Homo sapiens (Human)	597
O43491	O43491	reviewed	E41L2_HUMAN	Band 4.1-like protein 2 (Erythrocyte membrane protein band 4.1-like 2) (Generally expressed protein 4.1) (4.1G)	EPB41L2	Homo sapiens (Human)	1005
P52948	P52948	reviewed	NUP98_HUMAN	Nuclear pore complex protein Nup98-Nup96 (EC 3.4.21.-) [Cleaved into: Nuclear pore complex protein Nup98 (98 kDa nucleoporin) (Nucleoporin Nup98) (Nup98); Nuclear pore complex protein Nup96 (96 kDa nucleoporin) (Nucleoporin Nup96) (Nup96)]	NUP98 ADAR2	Homo sapiens (Human)	1817
P00558	P00558	reviewed	PGK1_HUMAN	Phosphoglycerate kinase 1 (EC 2.7.2.3) (Cell migration-inducing gene 10 protein) (Primer recognition protein 2) (PRP 2)	PGK1 PGKA MIG10 OK/SW-cl.110	Homo sapiens (Human)	417
Q06546	Q06546	reviewed	GABPA_HUMAN	GA-binding protein alpha chain (GABP subunit alpha) (Nuclear respiratory factor 2 subunit alpha) (Transcription factor E4TF1-60)	GABPA E4TF1A	Homo sapiens (Human)	454
P0DMV9	P0DMV9	reviewed	HS71B_HUMAN	Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 2) (HSP70-2) (HSP70.2)	HSPA1B HSP72	Homo sapiens (Human)	641
Q92538	Q92538	reviewed	GBF1_HUMAN	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 (BFA-resistant GEF 1)	GBF1 KIAA0248	Homo sapiens (Human)	1859
Q99549	Q99549	reviewed	MPP8_HUMAN	M-phase phosphoprotein 8 (Two hybrid-associated protein 3 with RanBPM) (Twa3)	MPHOSPH8 MPP8	Homo sapiens (Human)	860
P49756	P49756	reviewed	RBM25_HUMAN	RNA-binding protein 25 (Arg/Glu/Asp-rich protein of 120 kDa) (RED120) (Protein S164) (RNA-binding motif protein 25) (RNA-binding region-containing protein 7)	RBM25 RNPC7	Homo sapiens (Human)	843
Q9Y490	Q9Y490	reviewed	TLN1_HUMAN	Talin-1	TLN1 KIAA1027 TLN	Homo sapiens (Human)	2541
Q96AQ6	Q96AQ6	reviewed	PBIP1_HUMAN	Pre-B-cell leukemia transcription factor-interacting protein 1 (Hematopoietic PBX-interacting protein)	PBXIP1 HPIP	Homo sapiens (Human)	731
P28290	P28290	reviewed	ITPI2_HUMAN	Protein ITPRID2 (Cleavage signal-1 protein) (CS-1) (ITPR-interacting domain-containing protein 2) (Ki-ras-induced actin-interacting protein) (Sperm-specific antigen 2)	ITPRID2 CS1 KIAA1927 KRAP SSFA2	Homo sapiens (Human)	1259
Q86YS7	Q86YS7	reviewed	C2CD5_HUMAN	C2 domain-containing protein 5 (C2 domain-containing phosphoprotein of 138 kDa)	C2CD5 CDP138 KIAA0528	Homo sapiens (Human)	1000
P17010	P17010	reviewed	ZFX_HUMAN	Zinc finger X-chromosomal protein	ZFX	Homo sapiens (Human)	805
P08048	P08048	reviewed	ZFY_HUMAN	Zinc finger Y-chromosomal protein	ZFY	Homo sapiens (Human)	801
Q13435	Q13435	reviewed	SF3B2_HUMAN	Splicing factor 3B subunit 2 (Pre-mRNA-splicing factor SF3b 145 kDa subunit) (SF3b145) (Spliceosome-associated protein 145) (SAP 145)	SF3B2 SAP145	Homo sapiens (Human)	895
Q9Y3Z3	Q9Y3Z3	reviewed	SAMH1_HUMAN	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase) (EC 3.1.5.-) (Dendritic cell-derived IFNG-induced protein) (DCIP) (Monocyte protein 5) (MOP-5) (SAM domain and HD domain-containing protein 1) (hSAMHD1)	SAMHD1 MOP5	Homo sapiens (Human)	626
Q7L7X3	Q7L7X3	reviewed	TAOK1_HUMAN	Serine/threonine-protein kinase TAO1 (EC 2.7.11.1) (Kinase from chicken homolog B) (hKFC-B) (MARK Kinase) (MARKK) (Prostate-derived sterile 20-like kinase 2) (PSK-2) (PSK2) (Prostate-derived STE20-like kinase 2) (Thousand and one amino acid protein kinase 1) (TAOK1) (hTAOK1)	TAOK1 KIAA1361 MAP3K16 MARKK	Homo sapiens (Human)	1001
Q96S44	Q96S44	reviewed	PRPK_HUMAN	EKC/KEOPS complex subunit TP53RK (EC 3.6.-.-) (Atypical serine/threonine protein kinase TP53RK) (Nori-2) (TP53-regulating kinase) (EC 2.7.11.1) (p53-related protein kinase)	TP53RK C20orf64 PRPK	Homo sapiens (Human)	253
Q66K14	Q66K14	reviewed	TBC9B_HUMAN	TBC1 domain family member 9B	TBC1D9B KIAA0676	Homo sapiens (Human)	1250
P53396	P53396	reviewed	ACLY_HUMAN	ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (ACL) (Citrate cleavage enzyme)	ACLY	Homo sapiens (Human)	1101
P13796	P13796	reviewed	PLSL_HUMAN	Plastin-2 (L-plastin) (LC64P) (Lymphocyte cytosolic protein 1) (LCP-1)	LCP1 PLS2	Homo sapiens (Human)	627
P30622	P30622	reviewed	CLIP1_HUMAN	CAP-Gly domain-containing linker protein 1 (Cytoplasmic linker protein 1) (Cytoplasmic linker protein 170 alpha-2) (CLIP-170) (Reed-Sternberg intermediate filament-associated protein) (Restin)	CLIP1 CYLN1 RSN	Homo sapiens (Human)	1438
Q9UDT6	Q9UDT6	reviewed	CLIP2_HUMAN	CAP-Gly domain-containing linker protein 2 (Cytoplasmic linker protein 115) (CLIP-115) (Cytoplasmic linker protein 2) (Williams-Beuren syndrome chromosomal region 3 protein) (Williams-Beuren syndrome chromosomal region 4 protein)	CLIP2 CYLN2 KIAA0291 WBSCR3 WBSCR4 WSCR4	Homo sapiens (Human)	1046
Q8NBN3	Q8NBN3	reviewed	TM87A_HUMAN	Transmembrane protein 87A	TMEM87A PSEC0094	Homo sapiens (Human)	555
Q7KZF4	Q7KZF4	reviewed	SND1_HUMAN	Staphylococcal nuclease domain-containing protein 1 (EC 3.1.31.1) (100 kDa coactivator) (EBNA2 coactivator p100) (Tudor domain-containing protein 11) (p100 co-activator)	SND1 TDRD11	Homo sapiens (Human)	910
Q9Y487	Q9Y487	reviewed	VPP2_HUMAN	V-type proton ATPase 116 kDa subunit a 2 (V-ATPase 116 kDa subunit a 2) (Lysosomal H(+)-transporting ATPase V0 subunit a 2) (TJ6) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 2)	ATP6V0A2	Homo sapiens (Human)	856
Q8NHG8	Q8NHG8	reviewed	ZNRF2_HUMAN	E3 ubiquitin-protein ligase ZNRF2 (EC 2.3.2.27) (Protein Ells2) (RING finger protein 202) (RING-type E3 ubiquitin transferase ZNRF2) (Zinc/RING finger protein 2)	ZNRF2 RNF202	Homo sapiens (Human)	242
O60231	O60231	reviewed	DHX16_HUMAN	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 (EC 3.6.4.13) (ATP-dependent RNA helicase #3) (DEAH-box protein 16)	DHX16 DBP2 DDX16 KIAA0577 PRP2	Homo sapiens (Human)	1041
P24723	P24723	reviewed	KPCL_HUMAN	Protein kinase C eta type (EC 2.7.11.13) (PKC-L) (nPKC-eta)	PRKCH PKCL PRKCL	Homo sapiens (Human)	683
Q9NWZ5	Q9NWZ5	reviewed	UCKL1_HUMAN	Uridine-cytidine kinase-like 1 (EC 2.7.1.48)	UCKL1 URKL1 F538	Homo sapiens (Human)	548
Q14152	Q14152	reviewed	EIF3A_HUMAN	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (eIF3 p167) (eIF3 p180) (eIF3 p185)	EIF3A EIF3S10 KIAA0139	Homo sapiens (Human)	1382
P18583	P18583	reviewed	SON_HUMAN	Protein SON (Bax antagonist selected in saccharomyces 1) (BASS1) (Negative regulatory element-binding protein) (NRE-binding protein) (Protein DBP-5) (SON3)	SON C21orf50 DBP5 KIAA1019 NREBP HSPC310 HSPC312	Homo sapiens (Human)	2426
P24844	P24844	reviewed	MYL9_HUMAN	Myosin regulatory light polypeptide 9 (20 kDa myosin light chain) (LC20) (MLC-2C) (Myosin RLC) (Myosin regulatory light chain 2, smooth muscle isoform) (Myosin regulatory light chain 9) (Myosin regulatory light chain MRLC1)	MYL9 MLC2 MRLC1 MYRL2	Homo sapiens (Human)	172
O14950	O14950	reviewed	ML12B_HUMAN	Myosin regulatory light chain 12B (MLC-2A) (MLC-2) (Myosin regulatory light chain 2-B, smooth muscle isoform) (Myosin regulatory light chain 20 kDa) (MLC20) (Myosin regulatory light chain MRLC2) (SHUJUN-1)	MYL12B MRLC2 MYLC2B	Homo sapiens (Human)	172
P19105	P19105	reviewed	ML12A_HUMAN	Myosin regulatory light chain 12A (Epididymis secretory protein Li 24) (HEL-S-24) (MLC-2B) (Myosin RLC) (Myosin regulatory light chain 2, nonsarcomeric) (Myosin regulatory light chain MRLC3)	MYL12A MLCB MRLC3 RLC	Homo sapiens (Human)	171
Q9ULU8	Q9ULU8	reviewed	CAPS1_HUMAN	Calcium-dependent secretion activator 1 (Calcium-dependent activator protein for secretion 1) (CAPS-1)	CADPS CAPS CAPS1 KIAA1121	Homo sapiens (Human)	1353
Q9UPQ0	Q9UPQ0	reviewed	LIMC1_HUMAN	LIM and calponin homology domains-containing protein 1	LIMCH1 KIAA1102	Homo sapiens (Human)	1083
Q8NDT2	Q8NDT2	reviewed	RB15B_HUMAN	Putative RNA-binding protein 15B (One-twenty two protein 3) (HsOTT3) (HuOTT3) (RNA-binding motif protein 15B)	RBM15B OTT3	Homo sapiens (Human)	890
Q13586	Q13586	reviewed	STIM1_HUMAN	Stromal interaction molecule 1	STIM1 GOK	Homo sapiens (Human)	685
P51116	P51116	reviewed	FXR2_HUMAN	RNA-binding protein FXR2 (FXR2P) (FMR1 autosomal homolog 2)	FXR2 FMR1L2	Homo sapiens (Human)	673
Q5T8P6	Q5T8P6	reviewed	RBM26_HUMAN	RNA-binding protein 26 (CTCL tumor antigen se70-2) (RNA-binding motif protein 26)	RBM26 C13orf10 PRO1777	Homo sapiens (Human)	1007
Q6PJT7	Q6PJT7	reviewed	ZC3HE_HUMAN	Zinc finger CCCH domain-containing protein 14 (Mammalian suppressor of tau pathology-2) (MSUT-2) (Renal carcinoma antigen NY-REN-37)	ZC3H14	Homo sapiens (Human)	736
Q13177	Q13177	reviewed	PAK2_HUMAN	Serine/threonine-protein kinase PAK 2 (EC 2.7.11.1) (Gamma-PAK) (PAK65) (S6/H4 kinase) (p21-activated kinase 2) (PAK-2) (p58) [Cleaved into: PAK-2p27 (p27); PAK-2p34 (p34) (C-t-PAK2)]	PAK2	Homo sapiens (Human)	524
Q13501	Q13501	reviewed	SQSTM_HUMAN	Sequestosome-1 (EBI3-associated protein of 60 kDa) (EBIAP) (p60) (Phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa) (Ubiquitin-binding protein p62)	SQSTM1 ORCA OSIL	Homo sapiens (Human)	440
Q8WWM7	Q8WWM7	reviewed	ATX2L_HUMAN	Ataxin-2-like protein (Ataxin-2 domain protein) (Ataxin-2-related protein)	ATXN2L A2D A2LG A2LP A2RP	Homo sapiens (Human)	1075
Q9UNX4	Q9UNX4	reviewed	WDR3_HUMAN	WD repeat-containing protein 3	WDR3	Homo sapiens (Human)	943
Q96RK0	Q96RK0	reviewed	CIC_HUMAN	Protein capicua homolog	CIC KIAA0306	Homo sapiens (Human)	1608
Q8TEM1	Q8TEM1	reviewed	PO210_HUMAN	Nuclear pore membrane glycoprotein 210 (Nuclear pore protein gp210) (Nuclear envelope pore membrane protein POM 210) (POM210) (Nucleoporin Nup210) (Pore membrane protein of 210 kDa)	NUP210 KIAA0906 PSEC0245	Homo sapiens (Human)	1887
Q6PJI9	Q6PJI9	reviewed	WDR59_HUMAN	GATOR complex protein WDR59 (WD repeat-containing protein 59)	WDR59 KIAA1923 FP977	Homo sapiens (Human)	974
P62854	P62854	reviewed	RS26_HUMAN	Small ribosomal subunit protein eS26 (40S ribosomal protein S26)	RPS26	Homo sapiens (Human)	115
Q9NWB6	Q9NWB6	reviewed	ARGL1_HUMAN	Arginine and glutamate-rich protein 1	ARGLU1	Homo sapiens (Human)	273
Q12792	Q12792	reviewed	TWF1_HUMAN	Twinfilin-1 (Protein A6) (Protein tyrosine kinase 9)	TWF1 PTK9	Homo sapiens (Human)	350
Q9P1Y6	Q9P1Y6	reviewed	PHRF1_HUMAN	PHD and RING finger domain-containing protein 1	PHRF1 KIAA1542	Homo sapiens (Human)	1649
Q9NPF5	Q9NPF5	reviewed	DMAP1_HUMAN	DNA methyltransferase 1-associated protein 1 (DNMAP1) (DNMT1-associated protein 1)	DMAP1 KIAA1425	Homo sapiens (Human)	467
P08575	P08575	reviewed	PTPRC_HUMAN	Receptor-type tyrosine-protein phosphatase C (EC 3.1.3.48) (Leukocyte common antigen) (L-CA) (T200) (CD antigen CD45)	PTPRC CD45	Homo sapiens (Human)	1306
P46100	P46100	reviewed	ATRX_HUMAN	Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked helicase II) (X-linked nuclear protein) (XNP) (Znf-HX)	ATRX RAD54L XH2	Homo sapiens (Human)	2492
O60524	O60524	reviewed	NEMF_HUMAN	Ribosome quality control complex subunit NEMF (Antigen NY-CO-1) (Nuclear export mediator factor) (Serologically defined colon cancer antigen 1)	NEMF SDCCAG1	Homo sapiens (Human)	1076
Q86WB0	Q86WB0	reviewed	ZC3C1_HUMAN	Zinc finger C3HC-type protein 1 (Nuclear-interacting partner of ALK) (hNIPA) (Nuclear-interacting partner of anaplastic lymphoma kinase)	ZC3HC1 NIPA HSPC216	Homo sapiens (Human)	502
Q6JBY9	Q6JBY9	reviewed	CPZIP_HUMAN	CapZ-interacting protein (Protein kinase substrate CapZIP) (RCSD domain-containing protein 1)	RCSD1 CAPZIP	Homo sapiens (Human)	416
Q00722	Q00722	reviewed	PLCB2_HUMAN	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-2) (Phospholipase C-beta-2) (PLC-beta-2)	PLCB2	Homo sapiens (Human)	1185
Q08945	Q08945	reviewed	SSRP1_HUMAN	FACT complex subunit SSRP1 (Chromatin-specific transcription elongation factor 80 kDa subunit) (Facilitates chromatin transcription complex 80 kDa subunit) (FACT 80 kDa subunit) (FACTp80) (Facilitates chromatin transcription complex subunit SSRP1) (Recombination signal sequence recognition protein 1) (Structure-specific recognition protein 1) (hSSRP1) (T160)	SSRP1 FACT80	Homo sapiens (Human)	709
Q96NY7	Q96NY7	reviewed	CLIC6_HUMAN	Chloride intracellular channel protein 6 (Parchorin)	CLIC6 CLIC1L	Homo sapiens (Human)	704
O95292	O95292	reviewed	VAPB_HUMAN	Vesicle-associated membrane protein-associated protein B/C (VAMP-B/VAMP-C) (VAMP-associated protein B/C) (VAP-B/VAP-C)	VAPB UNQ484/PRO983	Homo sapiens (Human)	243
Q96PY6	Q96PY6	reviewed	NEK1_HUMAN	Serine/threonine-protein kinase Nek1 (EC 2.7.11.1) (Never in mitosis A-related kinase 1) (NimA-related protein kinase 1) (Renal carcinoma antigen NY-REN-55)	NEK1 KIAA1901	Homo sapiens (Human)	1258
P50552	P50552	reviewed	VASP_HUMAN	Vasodilator-stimulated phosphoprotein (VASP)	VASP	Homo sapiens (Human)	380
P45974	P45974	reviewed	UBP5_HUMAN	Ubiquitin carboxyl-terminal hydrolase 5 (EC 3.4.19.12) (Deubiquitinating enzyme 5) (Isopeptidase T) (Ubiquitin thioesterase 5) (Ubiquitin-specific-processing protease 5)	USP5 ISOT	Homo sapiens (Human)	858
Q53T59	Q53T59	reviewed	H1BP3_HUMAN	HCLS1-binding protein 3 (HS1-binding protein 3) (HSP1BP-3)	HS1BP3	Homo sapiens (Human)	392
P24593	P24593	reviewed	IBP5_HUMAN	Insulin-like growth factor-binding protein 5 (IBP-5) (IGF-binding protein 5) (IGFBP-5)	IGFBP5 IBP5	Homo sapiens (Human)	272
Q96C57	Q96C57	reviewed	CSTOS_HUMAN	Protein CUSTOS	CUSTOS C12orf43	Homo sapiens (Human)	262
O43815	O43815	reviewed	STRN_HUMAN	Striatin	STRN	Homo sapiens (Human)	780
O75674	O75674	reviewed	TM1L1_HUMAN	TOM1-like protein 1 (Src-activating and signaling molecule protein) (Target of Myb-like protein 1)	TOM1L1 SRCASM	Homo sapiens (Human)	476
P21815	P21815	reviewed	SIAL_HUMAN	Bone sialoprotein 2 (Bone sialoprotein II) (BSP II) (Cell-binding sialoprotein) (Integrin-binding sialoprotein)	IBSP BNSP	Homo sapiens (Human)	317
Q9HA82	Q9HA82	reviewed	CERS4_HUMAN	Ceramide synthase 4 (CerS4) (EC 2.3.1.-) (LAG1 longevity assurance homolog 4) (Sphingosine N-acyltransferase CERS4) (EC 2.3.1.24)	CERS4 LASS4	Homo sapiens (Human)	394
Q9UHY1	Q9UHY1	reviewed	NRBP_HUMAN	Nuclear receptor-binding protein	NRBP1 BCON3 NRBP	Homo sapiens (Human)	535
P31943	P31943	reviewed	HNRH1_HUMAN	Heterogeneous nuclear ribonucleoprotein H (hnRNP H) [Cleaved into: Heterogeneous nuclear ribonucleoprotein H, N-terminally processed]	HNRNPH1 HNRPH HNRPH1	Homo sapiens (Human)	449
P55795	P55795	reviewed	HNRH2_HUMAN	Heterogeneous nuclear ribonucleoprotein H2 (hnRNP H2) (FTP-3) (Heterogeneous nuclear ribonucleoprotein H') (hnRNP H') [Cleaved into: Heterogeneous nuclear ribonucleoprotein H2, N-terminally processed]	HNRNPH2 FTP3 HNRPH2	Homo sapiens (Human)	449
O75569	O75569	reviewed	PRKRA_HUMAN	Interferon-inducible double-stranded RNA-dependent protein kinase activator A (PKR-associated protein X) (PKR-associating protein X) (Protein activator of the interferon-induced protein kinase) (Protein kinase, interferon-inducible double-stranded RNA-dependent activator)	PRKRA PACT RAX HSD-14 HSD14	Homo sapiens (Human)	313
Q13596	Q13596	reviewed	SNX1_HUMAN	Sorting nexin-1	SNX1	Homo sapiens (Human)	522
Q14669	Q14669	reviewed	TRIPC_HUMAN	E3 ubiquitin-protein ligase TRIP12 (EC 2.3.2.26) (E3 ubiquitin-protein ligase for Arf) (ULF) (HECT-type E3 ubiquitin transferase TRIP12) (Thyroid receptor-interacting protein 12) (TR-interacting protein 12) (TRIP-12)	TRIP12 KIAA0045 ULF	Homo sapiens (Human)	1992
P20700	P20700	reviewed	LMNB1_HUMAN	Lamin-B1	LMNB1 LMN2 LMNB	Homo sapiens (Human)	586
Q96EV8	Q96EV8	reviewed	DTBP1_HUMAN	Dysbindin (Biogenesis of lysosome-related organelles complex 1 subunit 8) (BLOC-1 subunit 8) (Dysbindin-1) (Dystrobrevin-binding protein 1) (Hermansky-Pudlak syndrome 7 protein) (HPS7 protein)	DTNBP1 BLOC1S8 My031	Homo sapiens (Human)	351
Q15121	Q15121	reviewed	PEA15_HUMAN	Astrocytic phosphoprotein PEA-15 (15 kDa phosphoprotein enriched in astrocytes) (Phosphoprotein enriched in diabetes) (PED)	PEA15	Homo sapiens (Human)	130
O60941	O60941	reviewed	DTNB_HUMAN	Dystrobrevin beta (DTN-B) (Beta-dystrobrevin)	DTNB	Homo sapiens (Human)	627
Q9P0P8	Q9P0P8	reviewed	MRES1_HUMAN	Mitochondrial transcription rescue factor 1	MTRES1 C6orf203 HSPC230	Homo sapiens (Human)	240
Q7Z2K8	Q7Z2K8	reviewed	GRIN1_HUMAN	G protein-regulated inducer of neurite outgrowth 1 (GRIN1)	GPRIN1 KIAA1893	Homo sapiens (Human)	1008
Q86WR7	Q86WR7	reviewed	PRSR2_HUMAN	Proline and serine-rich protein 2	PROSER2 C10orf47	Homo sapiens (Human)	435
Q5VZL5	Q5VZL5	reviewed	ZMYM4_HUMAN	Zinc finger MYM-type protein 4 (Zinc finger protein 262)	ZMYM4 KIAA0425 ZNF262	Homo sapiens (Human)	1548
Q96I25	Q96I25	reviewed	SPF45_HUMAN	Splicing factor 45 (45 kDa-splicing factor) (RNA-binding motif protein 17)	RBM17 SPF45	Homo sapiens (Human)	401
Q4G0J3	Q4G0J3	reviewed	LARP7_HUMAN	La-related protein 7 (La ribonucleoprotein domain family member 7) (hLARP7) (P-TEFb-interaction protein for 7SK stability) (PIP7S)	LARP7 HDCMA18P	Homo sapiens (Human)	582
Q9H4A3	Q9H4A3	reviewed	WNK1_HUMAN	Serine/threonine-protein kinase WNK1 (EC 2.7.11.1) (Erythrocyte 65 kDa protein) (p65) (Kinase deficient protein) (Protein kinase lysine-deficient 1) (Protein kinase with no lysine 1) (hWNK1)	WNK1 HSN2 KDP KIAA0344 PRKWNK1	Homo sapiens (Human)	2382
Q14738	Q14738	reviewed	2A5D_HUMAN	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform (PP2A B subunit isoform B'-delta) (PP2A B subunit isoform B56-delta) (PP2A B subunit isoform PR61-delta) (PP2A B subunit isoform R5-delta)	PPP2R5D	Homo sapiens (Human)	602
P20020	P20020	reviewed	AT2B1_HUMAN	Plasma membrane calcium-transporting ATPase 1 (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 1) (PMCA1) (Plasma membrane calcium pump isoform 1)	ATP2B1 PMCA1	Homo sapiens (Human)	1220
Q0ZGT2	Q0ZGT2	reviewed	NEXN_HUMAN	Nexilin (F-actin-binding protein) (Nelin)	NEXN	Homo sapiens (Human)	675
P35606	P35606	reviewed	COPB2_HUMAN	Coatomer subunit beta' (Beta'-coat protein) (Beta'-COP) (p102)	COPB2	Homo sapiens (Human)	906
P54578	P54578	reviewed	UBP14_HUMAN	Ubiquitin carboxyl-terminal hydrolase 14 (EC 3.4.19.12) (Deubiquitinating enzyme 14) (Ubiquitin thioesterase 14) (Ubiquitin-specific-processing protease 14)	USP14 TGT	Homo sapiens (Human)	494
Q9H4G0	Q9H4G0	reviewed	E41L1_HUMAN	Band 4.1-like protein 1 (Erythrocyte membrane protein band 4.1-like 1) (Neuronal protein 4.1) (4.1N)	EPB41L1 KIAA0338	Homo sapiens (Human)	881
