From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q92879	Q92879	reviewed	CELF1_HUMAN	CUGBP Elav-like family member 1 (CELF-1) (50 kDa nuclear polyadenylated RNA-binding protein) (Bruno-like protein 2) (CUG triplet repeat RNA-binding protein 1) (CUG-BP1) (CUG-BP- and ETR-3-like factor 1) (Deadenylation factor CUG-BP) (Embryo deadenylation element-binding protein homolog) (EDEN-BP homolog) (RNA-binding protein BRUNOL-2)	CELF1 BRUNOL2 CUGBP CUGBP1 NAB50	Homo sapiens (Human)	486
Q9UBW7	Q9UBW7	reviewed	ZMYM2_HUMAN	Zinc finger MYM-type protein 2 (Fused in myeloproliferative disorders protein) (Rearranged in atypical myeloproliferative disorder protein) (Zinc finger protein 198)	ZMYM2 FIM RAMP ZNF198	Homo sapiens (Human)	1377
Q9Y5P6	Q9Y5P6	reviewed	GMPPB_HUMAN	Mannose-1-phosphate guanyltransferase beta (EC 2.7.7.13) (GDP-mannose pyrophosphorylase B) (GTP-mannose-1-phosphate guanylyltransferase beta)	GMPPB	Homo sapiens (Human)	360
Q9NUT2	Q9NUT2	reviewed	MITOS_HUMAN	Mitochondrial potassium channel ATP-binding subunit (ATP-binding cassette sub-family B member 8, mitochondrial) (ABCB8) (Mitochondrial ATP-binding cassette 1) (M-ABC1) (Mitochondrial sulfonylurea-receptor) (MITOSUR)	ABCB8 MABC1 MITOSUR	Homo sapiens (Human)	735
Q9BW72	Q9BW72	reviewed	HIG2A_HUMAN	HIG1 domain family member 2A, mitochondrial (RCF1 homolog B) (RCF1b)	HIGD2A	Homo sapiens (Human)	106
Q8TAF3	Q8TAF3	reviewed	WDR48_HUMAN	WD repeat-containing protein 48 (USP1-associated factor 1) (WD repeat endosomal protein) (p80)	WDR48 KIAA1449 UAF1	Homo sapiens (Human)	677
Q9Y223	Q9Y223	reviewed	GLCNE_HUMAN	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase (UDP-GlcNAc-2-epimerase/ManAc kinase) [Includes: UDP-N-acetylglucosamine 2-epimerase (hydrolyzing) (EC 3.2.1.183) (UDP-GlcNAc-2-epimerase) (Uridine diphosphate-N-acetylglucosamine-2-epimerase); N-acetylmannosamine kinase (EC 2.7.1.60) (ManAc kinase)]	GNE GLCNE	Homo sapiens (Human)	722
O43464	O43464	reviewed	HTRA2_HUMAN	Serine protease HTRA2, mitochondrial (EC 3.4.21.108) (High temperature requirement protein A2) (HtrA2) (Omi stress-regulated endoprotease) (Serine protease 25) (Serine proteinase OMI)	HTRA2 OMI PRSS25	Homo sapiens (Human)	458
Q9P2J5	Q9P2J5	reviewed	SYLC_HUMAN	Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	LARS1 KIAA1352 LARS	Homo sapiens (Human)	1176
Q9BQ75	Q9BQ75	reviewed	CMS1_HUMAN	Protein CMSS1 (Cms1 ribosomal small subunit homolog)	CMSS1 C3orf26	Homo sapiens (Human)	279
Q99829	Q99829	reviewed	CPNE1_HUMAN	Copine-1 (Chromobindin 17) (Copine I)	CPNE1 CPN1	Homo sapiens (Human)	537
Q9C0B1	Q9C0B1	reviewed	FTO_HUMAN	Alpha-ketoglutarate-dependent dioxygenase FTO (Fat mass and obesity-associated protein) (U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (EC 1.14.11.-) (U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO) (EC 1.14.11.-) (mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (m6A(m)-demethylase FTO) (EC 1.14.11.-) (mRNA N(6)-methyladenosine demethylase FTO) (EC 1.14.11.53) (tRNA N1-methyl adenine demethylase FTO) (EC 1.14.11.-)	FTO KIAA1752	Homo sapiens (Human)	505
O43143	O43143	reviewed	DHX15_HUMAN	ATP-dependent RNA helicase DHX15 (EC 3.6.4.13) (ATP-dependent RNA helicase #46) (DEAH box protein 15) (Splicing factor Prp43) (hPrp43)	DHX15 DBP1 DDX15	Homo sapiens (Human)	795
Q14203	Q14203	reviewed	DCTN1_HUMAN	Dynactin subunit 1 (150 kDa dynein-associated polypeptide) (DAP-150) (DP-150) (p135) (p150-glued)	DCTN1	Homo sapiens (Human)	1278
Q99460	Q99460	reviewed	PSMD1_HUMAN	26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1) (26S proteasome subunit p112)	PSMD1	Homo sapiens (Human)	953
Q8NDA8	Q8NDA8	reviewed	MROH1_HUMAN	Maestro heat-like repeat-containing protein family member 1 (HEAT repeat-containing protein 7A)	MROH1 HEATR7A KIAA1833	Homo sapiens (Human)	1641
O43491	O43491	reviewed	E41L2_HUMAN	Band 4.1-like protein 2 (Erythrocyte membrane protein band 4.1-like 2) (Generally expressed protein 4.1) (4.1G)	EPB41L2	Homo sapiens (Human)	1005
O15541	O15541	reviewed	R113A_HUMAN	E3 ubiquitin-protein ligase RNF113A (EC 2.3.2.27) (Cwc24 homolog) (RING finger protein 113A) (Zinc finger protein 183)	RNF113A RNF113 ZNF183	Homo sapiens (Human)	343
O00487	O00487	reviewed	PSDE_HUMAN	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (26S proteasome-associated PAD1 homolog 1)	PSMD14 POH1	Homo sapiens (Human)	310
Q03167	Q03167	reviewed	TGBR3_HUMAN	Transforming growth factor beta receptor type 3 (TGF-beta receptor type 3) (TGFR-3) (Betaglycan) (Transforming growth factor beta receptor III) (TGF-beta receptor type III)	TGFBR3	Homo sapiens (Human)	851
Q96GF1	Q96GF1	reviewed	RN185_HUMAN	E3 ubiquitin-protein ligase RNF185 (EC 2.3.2.27) (RING finger protein 185)	RNF185	Homo sapiens (Human)	192
Q8TAD4	Q8TAD4	reviewed	ZNT5_HUMAN	Proton-coupled zinc antiporter SLC30A5 (Solute carrier family 30 member 5) (Zinc transporter 5) (ZnT-5) (ZnT-like transporter 1) (hZTL1)	SLC30A5 ZNT5 ZNTL1 ZTL1 UNQ863/PRO1879	Homo sapiens (Human)	765
Q96NC0	Q96NC0	reviewed	ZMAT2_HUMAN	Zinc finger matrin-type protein 2	ZMAT2	Homo sapiens (Human)	199
Q8WV60	Q8WV60	reviewed	PTCD2_HUMAN	Pentatricopeptide repeat-containing protein 2, mitochondrial	PTCD2	Homo sapiens (Human)	388
P06132	P06132	reviewed	DCUP_HUMAN	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	UROD	Homo sapiens (Human)	367
Q9NWT8	Q9NWT8	reviewed	AKIP_HUMAN	Small ribosomal subunit protein mS38 (28S ribosomal protein S38, mitochondrial) (MRP-S38) (Aurora kinase A-interacting protein) (AURKA-interacting protein)	AURKAIP1 AIP AKIP MRPS38	Homo sapiens (Human)	199
Q9C037	Q9C037	reviewed	TRIM4_HUMAN	E3 ubiquitin-protein ligase TRIM4 (EC 2.3.2.27) (RING finger protein 87) (RING-type E3 ubiquitin transferase TRIM4) (Tripartite motif-containing protein 4)	TRIM4 RNF87	Homo sapiens (Human)	500
Q5TAX3	Q5TAX3	reviewed	TUT4_HUMAN	Terminal uridylyltransferase 4 (TUTase 4) (EC 2.7.7.52) (Zinc finger CCHC domain-containing protein 11)	TUT4 KIAA0191 ZCCHC11	Homo sapiens (Human)	1644
P07384	P07384	reviewed	CAN1_HUMAN	Calpain-1 catalytic subunit (EC 3.4.22.52) (Calcium-activated neutral proteinase 1) (CANP 1) (Calpain mu-type) (Calpain-1 large subunit) (Cell proliferation-inducing gene 30 protein) (Micromolar-calpain) (muCANP)	CAPN1 CANPL1 PIG30	Homo sapiens (Human)	714
Q02338	Q02338	reviewed	BDH_HUMAN	D-beta-hydroxybutyrate dehydrogenase, mitochondrial (EC 1.1.1.30) (3-hydroxybutyrate dehydrogenase) (BDH) (Short chain dehydrogenase/reductase family 9C member 1)	BDH1 BDH SDR9C1	Homo sapiens (Human)	343
Q9Y285	Q9Y285	reviewed	SYFA_HUMAN	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (CML33) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	FARSA FARS FARSL FARSLA	Homo sapiens (Human)	508
Q16769	Q16769	reviewed	QPCT_HUMAN	Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase) (QC) (sQC) (Glutaminyl-tRNA cyclotransferase) (Glutamyl cyclase) (EC)	QPCT	Homo sapiens (Human)	361
P62854	P62854	reviewed	RS26_HUMAN	Small ribosomal subunit protein eS26 (40S ribosomal protein S26)	RPS26	Homo sapiens (Human)	115
Q9HB07	Q9HB07	reviewed	MYG1_HUMAN	MYG1 exonuclease (EC 3.1.-.-)	MYG1 C12orf10	Homo sapiens (Human)	376
Q9Y216	Q9Y216	reviewed	MTMR7_HUMAN	Myotubularin-related protein 7 (Inositol 1,3-bisphosphate phosphatase) (EC 3.1.3.-) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)	MTMR7	Homo sapiens (Human)	660
O60830	O60830	reviewed	TI17B_HUMAN	Mitochondrial import inner membrane translocase subunit Tim17-B	TIMM17B TIM17B JM3	Homo sapiens (Human)	172
Q9UQN3	Q9UQN3	reviewed	CHM2B_HUMAN	Charged multivesicular body protein 2b (CHMP2.5) (Chromatin-modifying protein 2b) (CHMP2b) (Vacuolar protein sorting-associated protein 2-2) (Vps2-2) (hVps2-2)	CHMP2B CGI-84	Homo sapiens (Human)	213
Q9H9A5	Q9H9A5	reviewed	CNO10_HUMAN	CCR4-NOT transcription complex subunit 10	CNOT10	Homo sapiens (Human)	744
Q9Y530	Q9Y530	reviewed	OARD1_HUMAN	ADP-ribose glycohydrolase OARD1 (O-acetyl-ADP-ribose deacetylase 1) (EC 3.5.1.-) (Terminal ADP-ribose protein glycohydrolase 1) ([Protein ADP-ribosylglutamate] hydrolase OARD1) (EC 3.2.2.-)	OARD1 C6orf130 TARG1	Homo sapiens (Human)	152
Q13123	Q13123	reviewed	RED_HUMAN	Protein Red (Cytokine IK) (IK factor) (Protein RER)	IK RED RER	Homo sapiens (Human)	557
Q8IWZ3	Q8IWZ3	reviewed	ANKH1_HUMAN	Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK)	ANKHD1 KIAA1085 MASK VBARP PP2500	Homo sapiens (Human)	2542
Q9NP73	Q9NP73	reviewed	ALG13_HUMAN	Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 (EC 2.4.1.141) (EC 3.4.19.12) (Asparagine-linked glycosylation 13 homolog) (Glycosyltransferase 28 domain-containing protein 1) (UDP-N-acetylglucosamine transferase subunit ALG13 homolog)	ALG13 CXorf45 GLT28D1 MDS031	Homo sapiens (Human)	1137
Q8NBJ4	Q8NBJ4	reviewed	GOLM1_HUMAN	Golgi membrane protein 1 (Golgi membrane protein GP73) (Golgi phosphoprotein 2)	GOLM1 C9orf155 GOLPH2 PSEC0242 UNQ686/PRO1326	Homo sapiens (Human)	401
Q8WWM7	Q8WWM7	reviewed	ATX2L_HUMAN	Ataxin-2-like protein (Ataxin-2 domain protein) (Ataxin-2-related protein)	ATXN2L A2D A2LG A2LP A2RP	Homo sapiens (Human)	1075
P42704	P42704	reviewed	LPPRC_HUMAN	Leucine-rich PPR motif-containing protein, mitochondrial (130 kDa leucine-rich protein) (LRP 130) (GP130)	LRPPRC LRP130	Homo sapiens (Human)	1394
Q13619	Q13619	reviewed	CUL4A_HUMAN	Cullin-4A (CUL-4A)	CUL4A	Homo sapiens (Human)	759
P05198	P05198	reviewed	IF2A_HUMAN	Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha) (eIF-2-alpha) (eIF-2A) (eIF-2alpha) (eIF2-alpha)	EIF2S1 EIF2A	Homo sapiens (Human)	315
P03950	P03950	reviewed	ANGI_HUMAN	Angiogenin (EC 3.1.27.-) (Ribonuclease 5) (RNase 5)	ANG RNASE5	Homo sapiens (Human)	147
Q8N5A5	Q8N5A5	reviewed	ZGPAT_HUMAN	Zinc finger CCCH-type with G patch domain-containing protein (G patch domain-containing protein 6) (Zinc finger CCCH domain-containing protein 9) (Zinc finger and G patch domain-containing protein)	ZGPAT GPATC6 GPATCH6 KIAA1847 ZC3H9 ZC3HDC9 ZIP	Homo sapiens (Human)	531
Q14669	Q14669	reviewed	TRIPC_HUMAN	E3 ubiquitin-protein ligase TRIP12 (EC 2.3.2.26) (E3 ubiquitin-protein ligase for Arf) (ULF) (HECT-type E3 ubiquitin transferase TRIP12) (Thyroid receptor-interacting protein 12) (TR-interacting protein 12) (TRIP-12)	TRIP12 KIAA0045 ULF	Homo sapiens (Human)	1992
Q16775	Q16775	reviewed	GLO2_HUMAN	Hydroxyacylglutathione hydrolase, mitochondrial (EC 3.1.2.6) (Glyoxalase II) (Glx II)	HAGH GLO2 HAGH1	Homo sapiens (Human)	308
O00231	O00231	reviewed	PSD11_HUMAN	26S proteasome non-ATPase regulatory subunit 11 (26S proteasome regulatory subunit RPN6) (26S proteasome regulatory subunit S9) (26S proteasome regulatory subunit p44.5)	PSMD11	Homo sapiens (Human)	422
P54819	P54819	reviewed	KAD2_HUMAN	Adenylate kinase 2, mitochondrial (AK 2) (EC 2.7.4.3) (ATP-AMP transphosphorylase 2) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase) [Cleaved into: Adenylate kinase 2, mitochondrial, N-terminally processed]	AK2 ADK2	Homo sapiens (Human)	239
Q8NFZ8	Q8NFZ8	reviewed	CADM4_HUMAN	Cell adhesion molecule 4 (Immunoglobulin superfamily member 4C) (IgSF4C) (Nectin-like protein 4) (NECL-4) (TSLC1-like protein 2)	CADM4 IGSF4C NECL4 TSLL2	Homo sapiens (Human)	388
O75251	O75251	reviewed	NDUS7_HUMAN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit) (PSST subunit)	NDUFS7	Homo sapiens (Human)	213
Q9Y490	Q9Y490	reviewed	TLN1_HUMAN	Talin-1	TLN1 KIAA1027 TLN	Homo sapiens (Human)	2541
P78325	P78325	reviewed	ADAM8_HUMAN	Disintegrin and metalloproteinase domain-containing protein 8 (ADAM 8) (EC 3.4.24.-) (Cell surface antigen MS2) (CD antigen CD156a)	ADAM8 MS2	Homo sapiens (Human)	824
Q9H902	Q9H902	reviewed	REEP1_HUMAN	Receptor expression-enhancing protein 1 (Spastic paraplegia 31 protein)	REEP1 C2orf23 SPG31	Homo sapiens (Human)	201
P33316	P33316	reviewed	DUT_HUMAN	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	DUT	Homo sapiens (Human)	252
P17010	P17010	reviewed	ZFX_HUMAN	Zinc finger X-chromosomal protein	ZFX	Homo sapiens (Human)	805
P54253	P54253	reviewed	ATX1_HUMAN	Ataxin-1 (Spinocerebellar ataxia type 1 protein)	ATXN1 ATX1 SCA1	Homo sapiens (Human)	815
P49407	P49407	reviewed	ARRB1_HUMAN	Beta-arrestin-1 (Arrestin beta-1) (Non-visual arrestin-2)	ARRB1 ARR1	Homo sapiens (Human)	418
Q9Y2H0	Q9Y2H0	reviewed	DLGP4_HUMAN	Disks large-associated protein 4 (DAP-4) (PSD-95/SAP90-binding protein 4) (SAP90/PSD-95-associated protein 4) (SAPAP-4)	DLGAP4 DAP4 KIAA0964 SAPAP4	Homo sapiens (Human)	992
P53367	P53367	reviewed	ARFP1_HUMAN	Arfaptin-1 (ADP-ribosylation factor-interacting protein 1)	ARFIP1	Homo sapiens (Human)	373
O76094	O76094	reviewed	SRP72_HUMAN	Signal recognition particle subunit SRP72 (SRP72) (Signal recognition particle 72 kDa protein)	SRP72	Homo sapiens (Human)	671
Q9Y547	Q9Y547	reviewed	IFT25_HUMAN	Intraflagellar transport protein 25 homolog (Heat shock protein beta-11) (Hspb11) (Placental protein 25) (PP25)	IFT25 C1orf41 HSPB11 HSPC034	Homo sapiens (Human)	144
O60934	O60934	reviewed	NBN_HUMAN	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1)	NBN NBS NBS1 P95	Homo sapiens (Human)	754
Q0IIM8	Q0IIM8	reviewed	TBC8B_HUMAN	TBC1 domain family member 8B	TBC1D8B	Homo sapiens (Human)	1120
P07339	P07339	reviewed	CATD_HUMAN	Cathepsin D (EC 3.4.23.5) [Cleaved into: Cathepsin D light chain; Cathepsin D heavy chain]	CTSD CPSD	Homo sapiens (Human)	412
Q9Y5M8	Q9Y5M8	reviewed	SRPRB_HUMAN	Signal recognition particle receptor subunit beta (SR-beta) (Protein APMCF1)	SRPRB PSEC0230	Homo sapiens (Human)	271
P60228	P60228	reviewed	EIF3E_HUMAN	Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (Viral integration site protein INT-6 homolog) (eIF-3 p48)	EIF3E EIF3S6 INT6	Homo sapiens (Human)	445
P23946	P23946	reviewed	CMA1_HUMAN	Chymase (EC 3.4.21.39) (Alpha-chymase) (Mast cell protease I)	CMA1 CYH CYM	Homo sapiens (Human)	247
Q8IZP0	Q8IZP0	reviewed	ABI1_HUMAN	Abl interactor 1 (Abelson interactor 1) (Abi-1) (Abl-binding protein 4) (AblBP4) (Eps8 SH3 domain-binding protein) (Eps8-binding protein) (Nap1-binding protein) (Nap1BP) (Spectrin SH3 domain-binding protein 1) (e3B1)	ABI1 SSH3BP1	Homo sapiens (Human)	508
Q9UPP1	Q9UPP1	reviewed	PHF8_HUMAN	Histone lysine demethylase PHF8 (EC 1.14.11.27) (EC 1.14.11.65) (PHD finger protein 8) ([histone H3]-dimethyl-L-lysine(36) demethylase PHF8) ([histone H3]-dimethyl-L-lysine(9) demethylase PHF8)	PHF8 KIAA1111 ZNF422	Homo sapiens (Human)	1060
Q15147	Q15147	reviewed	PLCB4_HUMAN	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-4) (Phospholipase C-beta-4) (PLC-beta-4)	PLCB4	Homo sapiens (Human)	1175
Q96DV4	Q96DV4	reviewed	RM38_HUMAN	Large ribosomal subunit protein mL38 (39S ribosomal protein L38, mitochondrial) (L38mt) (MRP-L38)	MRPL38 HSPC262	Homo sapiens (Human)	380
Q9P0I2	Q9P0I2	reviewed	EMC3_HUMAN	ER membrane protein complex subunit 3 (Transmembrane protein 111)	EMC3 TMEM111	Homo sapiens (Human)	261
Q96EY1	Q96EY1	reviewed	DNJA3_HUMAN	DnaJ homolog subfamily A member 3, mitochondrial (DnaJ protein Tid-1) (hTid-1) (Hepatocellular carcinoma-associated antigen 57) (Tumorous imaginal discs protein Tid56 homolog)	DNAJA3 HCA57 TID1	Homo sapiens (Human)	480
Q9NQE9	Q9NQE9	reviewed	HINT3_HUMAN	Adenosine 5'-monophosphoramidase HINT3 (EC 3.9.1.-) (Histidine triad nucleotide-binding protein 3) (HINT-3)	HINT3	Homo sapiens (Human)	182
Q96GQ7	Q96GQ7	reviewed	DDX27_HUMAN	Probable ATP-dependent RNA helicase DDX27 (EC 3.6.4.13) (DEAD box protein 27)	DDX27 cPERP-F RHLP HSPC259 PP3241	Homo sapiens (Human)	796
P01909	P01909	reviewed	DQA1_HUMAN	HLA class II histocompatibility antigen, DQ alpha 1 chain (DC-1 alpha chain) (DC-alpha) (HLA-DCA) (MHC class II DQA1)	HLA-DQA1	Homo sapiens (Human)	254
Q9NY65	Q9NY65	reviewed	TBA8_HUMAN	Tubulin alpha-8 chain (EC 3.6.5.-) (Alpha-tubulin 8) (Tubulin alpha chain-like 2) [Cleaved into: Dephenylalaninated tubulin alpha-8 chain]	TUBA8 TUBAL2	Homo sapiens (Human)	449
Q03113	Q03113	reviewed	GNA12_HUMAN	Guanine nucleotide-binding protein subunit alpha-12 (G alpha-12) (G-protein subunit alpha-12)	GNA12	Homo sapiens (Human)	381
Q99943	Q99943	reviewed	PLCA_HUMAN	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 1) (1-AGP acyltransferase 1) (1-AGPAT 1) (Lysophosphatidic acid acyltransferase alpha) (LPAAT-alpha) (Protein G15)	AGPAT1 G15	Homo sapiens (Human)	283
P11766	P11766	reviewed	ADHX_HUMAN	Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase 5) (Alcohol dehydrogenase class chi chain) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284)	ADH5 ADHX FDH	Homo sapiens (Human)	374
O15160	O15160	reviewed	RPAC1_HUMAN	DNA-directed RNA polymerases I and III subunit RPAC1 (DNA-directed RNA polymerase I subunit C) (RNA polymerases I and III subunit AC1) (AC40) (DNA-directed RNA polymerases I and III 40 kDa polypeptide) (RPA40) (RPA39) (RPC40)	POLR1C POLR1E	Homo sapiens (Human)	346
Q86WJ1	Q86WJ1	reviewed	CHD1L_HUMAN	Chromodomain-helicase-DNA-binding protein 1-like (EC 3.6.4.-) (Amplified in liver cancer protein 1)	CHD1L ALC1	Homo sapiens (Human)	897
P62195	P62195	reviewed	PRS8_HUMAN	26S proteasome regulatory subunit 8 (26S proteasome AAA-ATPase subunit RPT6) (Proteasome 26S subunit ATPase 5) (Proteasome subunit p45) (Thyroid hormone receptor-interacting protein 1) (TRIP1) (p45/SUG)	PSMC5 SUG1	Homo sapiens (Human)	406
O14925	O14925	reviewed	TIM23_HUMAN	Mitochondrial import inner membrane translocase subunit Tim23	TIMM23 TIM23	Homo sapiens (Human)	209
P31937	P31937	reviewed	3HIDH_HUMAN	3-hydroxyisobutyrate dehydrogenase, mitochondrial (HIBADH) (EC 1.1.1.31)	HIBADH	Homo sapiens (Human)	336
Q9UDW1	Q9UDW1	reviewed	QCR9_HUMAN	Cytochrome b-c1 complex subunit 9 (Complex III subunit 9) (Complex III subunit X) (Cytochrome c1 non-heme 7 kDa protein) (Ubiquinol-cytochrome c reductase complex 7.2 kDa protein)	UQCR10 UCRC HSPC119	Homo sapiens (Human)	63
Q629K1	Q629K1	reviewed	TRIQK_HUMAN	Triple QxxK/R motif-containing protein (Triple repetitive-sequence of QXXK/R protein homolog)	TRIQK C8orf83	Homo sapiens (Human)	86
Q96EY8	Q96EY8	reviewed	MMAB_HUMAN	Corrinoid adenosyltransferase MMAB (EC 2.5.1.-) (ATP:co(I)rrinoid adenosyltransferase MMAB) (Methylmalonic aciduria type B protein)	MMAB	Homo sapiens (Human)	250
O15397	O15397	reviewed	IPO8_HUMAN	Importin-8 (Imp8) (Ran-binding protein 8) (RanBP8)	IPO8 RANBP8	Homo sapiens (Human)	1037
P62750	P62750	reviewed	RL23A_HUMAN	Large ribosomal subunit protein uL23 (60S ribosomal protein L23a)	RPL23A	Homo sapiens (Human)	156
Q16850	Q16850	reviewed	CP51A_HUMAN	Lanosterol 14-alpha demethylase (LDM) (EC 1.14.14.154) (CYPLI) (Cytochrome P450 51A1) (CYP51A1) (Cytochrome P450-14DM) (Cytochrome P45014DM) (Cytochrome P450LI) (Sterol 14-alpha demethylase)	CYP51A1 CYP51	Homo sapiens (Human)	509
Q9HAT2	Q9HAT2	reviewed	SIAE_HUMAN	Sialate O-acetylesterase (EC 3.1.1.53) (H-Lse) (Sialic acid-specific 9-O-acetylesterase)	SIAE YSG2	Homo sapiens (Human)	523
P60981	P60981	reviewed	DEST_HUMAN	Destrin (Actin-depolymerizing factor) (ADF)	DSTN ACTDP DSN	Homo sapiens (Human)	165
Q9NZ01	Q9NZ01	reviewed	TECR_HUMAN	Very-long-chain enoyl-CoA reductase (EC 1.3.1.93) (Synaptic glycoprotein SC2) (Trans-2,3-enoyl-CoA reductase) (TER)	TECR GPSN2 SC2	Homo sapiens (Human)	308
Q5KSL6	Q5KSL6	reviewed	DGKK_HUMAN	Diacylglycerol kinase kappa (DAG kinase kappa) (DGK-kappa) (EC 2.7.1.107) (142 kDa diacylglycerol kinase) (Diglyceride kinase kappa)	DGKK	Homo sapiens (Human)	1271
Q9UKA9	Q9UKA9	reviewed	PTBP2_HUMAN	Polypyrimidine tract-binding protein 2 (Neural polypyrimidine tract-binding protein) (Neurally-enriched homolog of PTB) (PTB-like protein)	PTBP2 NPTB PTB PTBLP	Homo sapiens (Human)	531
Q9NRX3	Q9NRX3	reviewed	NUA4L_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2 (NADH-ubiquinone oxidoreductase MLRQ subunit homolog) (NUOMS)	NDUFA4L2	Homo sapiens (Human)	87
Q9H9S4	Q9H9S4	reviewed	CB39L_HUMAN	Calcium-binding protein 39-like (Antigen MLAA-34) (MO25beta) (Mo25-like protein)	CAB39L	Homo sapiens (Human)	337
Q96JB5	Q96JB5	reviewed	CK5P3_HUMAN	CDK5 regulatory subunit-associated protein 3 (CDK5 activator-binding protein C53) (LXXLL/leucine-zipper-containing ARF-binding protein) (Protein HSF-27)	CDK5RAP3 IC53 LZAP MSTP016 OK/SW-cl.114 PP1553	Homo sapiens (Human)	506
Q9NSD9	Q9NSD9	reviewed	SYFB_HUMAN	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	FARSB FARSLB FRSB HSPC173	Homo sapiens (Human)	589
O43809	O43809	reviewed	CPSF5_HUMAN	Cleavage and polyadenylation specificity factor subunit 5 (Cleavage and polyadenylation specificity factor 25 kDa subunit) (CPSF 25 kDa subunit) (Cleavage factor Im complex 25 kDa subunit) (CFIm25) (Nucleoside diphosphate-linked moiety X motif 21) (Nudix motif 21) (Nudix hydrolase 21) (Pre-mRNA cleavage factor Im 68 kDa subunit)	NUDT21 CFIM25 CPSF25 CPSF5	Homo sapiens (Human)	227
Q8WWX8	Q8WWX8	reviewed	SC5AB_HUMAN	Sodium/myo-inositol cotransporter 2 (Na(+)/myo-inositol cotransporter 2) (Sodium-dependent glucose cotransporter) (Sodium/glucose cotransporter KST1) (Sodium/myo-inositol transporter 2) (SMIT2) (Solute carrier family 5 member 11)	SLC5A11 KST1 SLGTX SMIT2	Homo sapiens (Human)	675
Q9NXR7	Q9NXR7	reviewed	BABA2_HUMAN	BRISC and BRCA1-A complex member 2 (BRCA1-A complex subunit BRE) (BRCA1/BRCA2-containing complex subunit 45) (Brain and reproductive organ-expressed protein)	BABAM2 BRCC45 BRE	Homo sapiens (Human)	383
P0C0L4	P0C0L4	reviewed	CO4A_HUMAN	Complement C4-A (Acidic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 2) [Cleaved into: Complement C4 beta chain; Complement C4-A alpha chain; C4a anaphylatoxin; C4b-A; C4d-A; Complement C4 gamma chain]	C4A CO4 CPAMD2	Homo sapiens (Human)	1744
Q8N8A6	Q8N8A6	reviewed	DDX51_HUMAN	ATP-dependent RNA helicase DDX51 (EC 3.6.4.13) (DEAD box protein 51)	DDX51	Homo sapiens (Human)	666
Q9BSW7	Q9BSW7	reviewed	SYT17_HUMAN	Synaptotagmin-17 (Protein B/K) (Synaptotagmin XVII) (SytXVII)	SYT17	Homo sapiens (Human)	474
Q9P0B6	Q9P0B6	reviewed	CC167_HUMAN	Coiled-coil domain-containing protein 167	CCDC167 C6orf129 HSPC265	Homo sapiens (Human)	97
